,Date,Open,High,Low,Close,Volume,Signal,NumBuy,Cost,NumSell,Income,Profit
432,10/7/2014,8.42,8.5,8.33,8.5,202652,-1,,,,,
433,10/8/2014,8.42,8.5,8.33,8.42,87571,-1,,,,,
434,10/9/2014,8.5,8.58,8.42,8.5,198379,1,,,,,
435,10/10/2014,8.5,8.58,8.42,8.5,104272,1,11700.0,-99619.065,,,
436,10/13/2014,8.42,8.58,8.42,8.5,106748,1,,,,,
437,10/14/2014,8.5,8.58,8.42,8.42,210860,1,,,,,
438,10/15/2014,8.5,8.58,8.42,8.42,211774,-1,,,,,
439,10/16/2014,8.42,8.5,8.33,8.42,268793,-1,,,-11700.0,98346.5262,-1272.5388000000094
440,10/17/2014,8.42,8.5,8.33,8.42,125182,-1,,,,,
441,10/20/2014,8.42,8.58,8.42,8.42,280951,1,,,,,
442,10/21/2014,8.44,8.53,8.39,8.44,229922,1,11800.0,-99761.3064,,,
443,10/22/2014,8.53,8.53,8.39,8.44,112231,1,,,,,
444,10/24/2014,8.44,8.48,8.39,8.44,69602,1,,,,,
445,10/27/2014,8.44,8.58,8.44,8.58,118300,1,,,,,
446,10/28/2014,8.58,8.58,8.48,8.53,113677,1,,,,,
447,10/29/2014,8.58,8.58,8.53,8.53,90829,1,,,,,
448,10/30/2014,8.58,8.72,8.53,8.67,96519,-1,,,,,
449,10/31/2014,8.72,8.77,8.63,8.72,102910,1,,,-11800.0,102721.07680000001,2959.7704000000085
450,11/3/2014,8.81,8.81,8.63,8.63,133080,-1,11300.0,-99722.24010000001,,,
451,11/4/2014,8.63,8.81,8.58,8.77,138788,-1,,,-11300.0,97353.21770000001,-2369.0224000000017
452,11/5/2014,8.77,8.77,8.67,8.77,115118,1,,,,,
453,11/6/2014,8.72,8.77,8.67,8.72,242717,1,11400.0,-99576.99360000002,,,
454,11/7/2014,8.72,8.77,8.53,8.58,140689,-1,,,,,
455,11/10/2014,8.58,8.63,8.48,8.48,122902,-1,,,-11400.0,97645.7196,-1931.2740000000194
456,11/11/2014,8.48,8.53,8.44,8.44,151628,-1,,,,,
457,11/12/2014,8.48,8.53,8.44,8.44,86461,-1,,,,,
458,11/13/2014,8.39,8.48,8.39,8.48,121368,1,,,,,
459,11/14/2014,8.44,8.48,8.39,8.44,95454,1,11800.0,-99761.3064,,,
460,11/17/2014,8.44,8.44,8.34,8.34,177529,1,,,,,
461,11/18/2014,8.34,8.39,8.25,8.25,318018,-1,,,,,
462,11/19/2014,8.25,8.25,8.02,8.02,358001,-1,,,-11800.0,97184.50499999999,-2576.801400000011
463,11/20/2014,8.02,8.3,7.97,8.16,259209,1,,,,,
464,11/21/2014,8.11,8.3,8.11,8.2,190946,1,12300.0,-99922.5801,,,
465,11/24/2014,8.25,8.3,8.16,8.25,101830,1,,,,,
466,11/25/2014,8.3,8.34,8.2,8.34,131126,1,,,,,
467,11/26/2014,8.34,8.39,8.25,8.25,84112,1,,,,,
468,11/27/2014,8.3,8.34,8.25,8.25,64128,-1,,,,,
469,11/28/2014,8.3,8.39,8.25,8.34,143382,-1,,,-12300.0,101916.44700000001,1993.8669000000082
470,12/1/2014,8.44,8.53,8.34,8.53,171086,1,,,,,
471,12/2/2014,8.53,8.53,8.34,8.44,89702,1,11700.0,-99970.66169999998,,,
472,12/3/2014,8.44,8.48,8.34,8.39,109874,-1,,,,,
473,12/4/2014,8.39,8.44,8.39,8.39,56909,-1,,,-11700.0,97996.1229,-1974.5387999999803
474,12/8/2014,8.39,8.39,8.25,8.25,162448,-1,,,,,
475,12/9/2014,8.25,8.3,8.2,8.2,136787,-1,,,,,
476,12/11/2014,8.16,8.2,8.02,8.16,275081,-1,,,,,
477,12/12/2014,8.16,8.16,7.92,7.92,235388,-1,,,,,
478,12/15/2014,7.88,7.88,6.94,7.88,505610,1,,,,,
479,12/16/2014,7.5,7.73,7.36,7.59,276880,1,13300.0,-99919.575,,,
480,12/17/2014,7.59,7.69,7.55,7.69,274304,1,,,,,
481,12/18/2014,7.73,7.78,7.64,7.73,184757,1,,,,,
482,12/19/2014,7.88,7.88,7.73,7.88,139626,1,,,,,
483,12/22/2014,7.88,7.92,7.78,7.83,87857,1,,,,,
484,12/23/2014,7.83,7.88,7.73,7.78,100849,1,,,,,
485,12/24/2014,7.78,7.83,7.73,7.78,68293,-1,,,,,
486,12/25/2014,7.73,7.73,7.64,7.69,84941,-1,,,-13300.0,102634.22469999999,2714.6496999999945
487,12/26/2014,7.69,7.83,7.64,7.78,76745,-1,,,,,
488,12/29/2014,7.78,7.78,7.64,7.64,65140,-1,,,,,
489,12/30/2014,7.55,7.78,7.55,7.73,87073,1,,,,,
490,1/5/2015,7.73,7.73,7.55,7.55,79600,-1,12900.0,-99886.51890000001,,,
491,1/6/2015,7.5,7.59,7.5,7.59,90807,1,,,-12900.0,96585.525,-3300.993900000016
492,1/7/2015,7.59,7.73,7.55,7.73,54084,1,13100.0,-99598.02930000001,,,
493,1/8/2015,7.78,7.78,7.69,7.73,75685,1,,,,,
494,1/9/2015,7.78,7.78,7.69,7.69,77628,1,,,,,
495,1/12/2015,7.69,7.69,7.59,7.64,61362,-1,,,,,
496,1/13/2015,7.59,7.64,7.55,7.59,106245,-1,,,-13100.0,99259.97069999999,-338.0586000000185
497,1/14/2015,7.64,7.64,7.5,7.5,137140,-1,,,,,
498,1/15/2015,7.55,7.64,7.5,7.55,142868,-1,,,,,
499,1/16/2015,7.5,7.59,7.5,7.5,102755,-1,,,,,
500,1/19/2015,7.55,7.59,7.5,7.55,80602,1,,,,,
501,1/20/2015,7.59,7.59,7.5,7.55,59543,1,13100.0,-99598.02930000001,,,
502,1/21/2015,7.55,7.69,7.5,7.59,148567,1,,,,,
503,1/22/2015,7.59,7.78,7.59,7.69,174206,1,,,,,
504,1/23/2015,7.73,7.78,7.59,7.69,152244,1,,,,,
505,1/26/2015,7.69,7.73,7.59,7.64,147720,1,,,,,
506,1/27/2015,7.64,7.78,7.59,7.69,115770,1,,,,,
507,1/28/2015,7.69,7.73,7.64,7.64,84373,-1,,,,,
508,1/29/2015,7.64,7.69,7.59,7.69,84915,-1,,,-13100.0,99913.8572,315.8278999999893
509,1/30/2015,7.69,7.73,7.59,7.64,188557,-1,,,,,
510,2/2/2015,7.5,7.78,7.5,7.73,251374,1,,,,,
511,2/3/2015,7.73,7.92,7.69,7.88,229657,1,12900.0,-99886.51890000001,,,
512,2/4/2015,7.92,7.97,7.73,7.78,237810,1,,,,,
513,2/5/2015,7.78,7.88,7.73,7.88,104012,1,,,,,
514,2/6/2015,7.92,8.02,7.83,7.97,272297,-1,,,,,
515,2/9/2015,8.06,8.2,7.92,8.06,201512,1,,,-12900.0,103797.2442,3910.725299999991
516,2/10/2015,8.11,8.2,7.97,8.16,143656,1,12300.0,-99922.5801,,,
517,2/11/2015,8.16,8.2,8.02,8.16,95274,1,,,,,
518,2/12/2015,8.11,8.3,8.06,8.25,77357,1,,,,,
519,2/13/2015,8.25,8.3,8.2,8.25,74424,1,,,,,
520,2/16/2015,8.25,8.3,8.06,8.06,62707,-1,,,,,
521,2/17/2015,8.06,8.11,7.88,7.88,87799,-1,,,-12300.0,98969.4654,-953.1147000000055
522,2/18/2015,7.88,8.16,7.88,8.16,67622,-1,,,,,
523,2/19/2015,8.2,8.2,8.02,8.02,43052,-1,,,,,
524,2/20/2015,8.06,8.06,7.97,7.97,42531,1,,,,,
525,2/23/2015,8.06,8.06,7.88,7.88,75863,-1,12300.0,-99306.5346,,,
526,2/24/2015,7.97,7.97,7.88,7.97,66912,-1,,,-12300.0,97864.3473,-1442.187300000005
527,2/25/2015,8.06,8.16,8.02,8.11,139593,1,,,,,
528,2/26/2015,8.11,8.16,7.92,8.06,154192,1,12300.0,-99922.5801,,,
529,2/27/2015,8.02,8.11,7.97,8.02,89794,1,,,,,
530,3/2/2015,8.02,8.06,7.88,8.06,118197,1,,,,,
